Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,EmailAddress,Username,TelephoneNumber,Birthday,NationalID,BloodType
1575,female,Hrefna,K,Jakobsdóttir,Stórholt 79,HrefnaJakobsdottir@fleckens.hu,Thererace,438 2223,2/13/1937,,A+
1576,male,Þröstur,B,Sumarliðason,Borgarholtsbraut 53,rosturSumarliason@gustr.com,Ravera,487 1363,5/17/1956,,O+
1577,female,Steinlaug,A,Bragadóttir,Hamarstígur 91,SteinlaugBragadottir@einrot.com,Hinally1959,415 3313,4/27/1959,,O+
1578,male,Sverrir,E,Sigurvinsson,Hverfisgata 51,SverrirSigurvinsson@teleworm.us,Amence,418 2545,6/22/1932,,O+
1579,female,Guðborg,H,Bjarnadóttir,Skolavordustig 46,GuborgBjarnadottir@armyspy.com,Bestinge,422 5468,11/12/1968,,A-
1580,female,Ólína,A,Valdimarsdóttir,Kveldúlfsgata 26,OlinaValdimarsdottir@jourrapide.com,Fech1994,448 4451,11/28/1994,,O-
1581,female,Herta,G,Pálmadóttir,Heiðarbraut 96,HertaPalmadottir@gustr.com,Stroo1959,484 5303,6/28/1959,,O+
1582,male,Arnar,L,Friðjónsson,Djúpivogur 46,ArnarFrijonsson@fleckens.hu,Livat1967,464 5471,7/19/1967,,A+
1583,female,Árný,S,Friðbjarnardóttir,Fitjabraut 72,ArnyFribjarnardottir@dayrep.com,Comraced,447 6921,11/25/1975,,O+
1584,female,Magdalena,I,Gísladóttir,Hafnarbraut 20,MagdalenaGisladottir@rhyta.com,Sery1989,421 5029,3/3/1989,,O+
1585,male,Róbert,J,Hermanníusson,Norðurbrún 87,RobertHermanniusson@fleckens.hu,Laticureelit57,416 7760,10/13/1957,,B+
1586,female,Elínbjörg,G,Þórðardóttir,Ránargata 39,Elinbjorgorardottir@superrito.com,Sheraor,457 0595,6/5/1934,,A+
1588,male,Ingvi,S,Þormóðsson,Klapparstígur 37,Ingviormosson@fleckens.hu,Stroo1947,413 7473,5/12/1947,,O+
1589,female,Jenný,H,Skúladóttir,Vogaland 65,JennySkuladottir@einrot.com,Dincestamed45,418 8533,5/10/1945,,B+
1590,male,Sigmundur,S,Bergsteinsson,Sorlaskeid 53,SigmundurBergsteinsson@gustr.com,Allecomead,417 3539,6/17/1973,,B+
1591,female,Hallgerður,B,Bárudóttir,Tungata 87,HallgerurBarudottir@cuvox.de,Abachis,419 8668,8/11/1959,,O+
1592,female,Dýrfinna,V,Bernódusdóttir,Túnbraut 28,DyrfinnaBernodusdottir@dayrep.com,Striarthe,471 9591,11/18/1960,,O+
1593,male,Svavar,J,Kristleifsson,Aðalstræti 52,SvavarKristleifsson@einrot.com,Racture,418 7146,8/13/1941,,B+
1594,female,Eygló,G,Grímsdóttir,Vogaland 65,EygloGrimsdottir@jourrapide.com,Histink,476 7366,3/28/1943,,A+
1595,male,Sæmundur,B,Sigvaldason,Ægissiða 19,SaemundurSigvaldason@cuvox.de,Sonew1965,434 4339,2/22/1965,,A+
1596,female,Jóney,G,Ingadóttir,Norðurbraut 3,JoneyIngadottir@fleckens.hu,Yountanerly,440 1703,7/5/1973,,A+
1597,male,Unnþór,S,Ósvaldsson,Gránugata 47,UnnorOsvaldsson@gustr.com,Whicess,433 8636,5/9/1936,,B+
1598,male,Njörður,B,Þórlaugarson,Borgarbraut 61,Njorurorlaugarson@gustr.com,Pristor,472 8892,1/6/1954,,B+
1599,male,Garðar,B,Ástráðsson,Skogarlond 59,GararAstrasson@dayrep.com,Cron1964,415 8115,10/2/1964,,A+
1600,female,Snjólaug,G,Stefánsdóttir,Guðmundsson 44,SnjolaugStefansdottir@superrito.com,Colmilluke,462 7589,3/22/1984,,O+
1601,male,Marinó,Á,Sigurmundsson,Kirkjutorg 27,MarinoSigurmundsson@cuvox.de,Graping,441 6373,12/16/1930,,O+
1602,male,Dagur,J,Guðbjörnsson,Hagatorg 48,DagurGubjornsson@fleckens.hu,Hoatherand,448 2553,6/12/1934,,A+
1603,female,Dóra,Þ,Hallmundsdóttir,Kringlan 71,DoraHallmundsdottir@gustr.com,Onnithashe,452 9136,1/10/1951,,B+
1604,female,Sara,H,Guðbrandsdóttir,Hlíðarenda 40,SaraGubrandsdottir@gustr.com,Safelip,442 4268,10/15/1957,,B+
1605,female,Oddbjörg,Ó,Benediktsdóttir,Ránargata 36,OddbjorgBenediktsdottir@dayrep.com,Coustin,411 5736,2/5/1938,,O+
1606,male,Finnbogi,S,Fróðason,Bergstaðarstræti 23,FinnbogiFroason@jourrapide.com,Trok1987,450 4048,5/15/1987,,O+
1607,male,Guðmundur,V,Stefánsson,Höfðastígur 68,GumundurStefansson@gustr.com,Alry1988,410 7608,6/29/1988,,O+
1608,female,Oddný,J,Sigurþórsdóttir,Hafnargata 14,OddnySigurorsdottir@dayrep.com,Whadn1934,475 3455,8/15/1934,,B+
1609,male,Hermann,S,Ingvason,Hraunás 37,HermannIngvason@rhyta.com,Sirint,449 2547,10/25/1954,,A+
1610,female,Þórdís,P,Erlendsdóttir,Armúli 81,ordisErlendsdottir@fleckens.hu,Arefirle,483 3036,4/16/1943,,B+
1611,male,Áki,H,Gottskálksson,Þrúðvangur 97,AkiGottskalksson@jourrapide.com,Wordit1933,441 7467,1/11/1933,,B+
1612,male,Hans,L,Hallgrímsson,Sudurlandsbraut 79,HansHallgrimsson@einrot.com,Otent1964,468 5638,6/23/1964,,A+
1613,male,Sigursteinn,L,Valtýsson,Klausturvegur 88,SigursteinnValtysson@jourrapide.com,Awfut1950,460 0486,6/4/1950,,A+
1614,female,Elinborg,F,Bernódusdóttir,Heiðargerði 4,ElinborgBernodusdottir@cuvox.de,Quichaved,459 0920,9/20/1953,,B+
1615,male,Eyþór,S,Ingvarsson,Klausturvegi 20,EyorIngvarsson@rhyta.com,Compal,487 6108,7/17/1978,,O+
1616,female,Heiðrún,S,Birgisdóttir,Vogaland 79,HeirunBirgisdottir@teleworm.us,Theasked,420 7657,10/18/1972,,O+
1617,female,Una,S,Valtýsdóttir,Grýtubakki 60,UnaValtysdottir@gustr.com,Evold1957,442 4235,8/25/1957,,O-
1618,male,Valdimar,E,Davíðsson,Thingvallastraeti 49,ValdimarDavisson@fleckens.hu,Broughtned,451 3093,11/23/1932,,A+
1619,male,Einar,S,Róbertsson,Vogaland 55,EinarRobertsson@teleworm.us,Manc1960,417 6524,1/10/1960,,O+
1620,female,Sjöfn,E,Hrafnsdóttir,Thverholt 77,SjofnHrafnsdottir@rhyta.com,Lech1983,417 3446,1/7/1983,,A-
1621,male,Þorbjörn,S,Hartvigsson,Borgartuni 85,orbjornHartvigsson@armyspy.com,Juders41,445 5737,8/22/1941,,A+
1622,male,Friðsteinn,S,Atlason,Fagradalsbraut 4,FristeinnAtlason@jourrapide.com,Teme1936,444 8637,8/23/1936,,O+
1623,male,Haraldur,S,Hansson,Borgartuni 1,HaraldurHansson@superrito.com,Sitses,486 4755,9/8/1934,,B+
1624,male,Sæmundur,S,Ómarsson,Hnjúkabyggð 49,SaemundurOmarsson@rhyta.com,Aser1928,467 7086,10/31/1928,,A+
1625,female,Eivør,J,Örlygsdóttir,Holtagata 57,EivrOrlygsdottir@teleworm.us,Earpot,424 6301,10/30/1994,,B+
1626,female,Laufey,B,Guðmundsdóttir,Fitjabraut 54,LaufeyGumundsdottir@teleworm.us,Sincom1934,438 3149,9/4/1934,,A+
1627,male,Jón,J,Hannesson,Sudurlandsbraut 85,JonHannesson@cuvox.de,Hisaid,473 9548,12/15/1991,,AB+
1628,male,Arnþór,E,Sigtryggsson,Midhraun 71,ArnorSigtryggsson@gustr.com,Theplain,483 9512,2/21/1963,,O+
1629,female,Elna,G,Bárudóttir,Austvaðsholti 70,ElnaBarudottir@dayrep.com,Saisent,462 8398,7/6/1950,,A-
1630,male,Bergvin,S,Þórhallsson,Árbraut 17,Bergvinorhallsson@teleworm.us,Parmak1959,435 8579,7/18/1959,,A-
1631,male,Erlingur,B,Egilsson,Hlíðarenda 47,ErlingurEgilsson@teleworm.us,Youldrals,485 9887,10/2/1973,,O+
1632,female,Selma,Þ,Snorradóttir,Holmatun 96,SelmaSnorradottir@teleworm.us,Offor1941,422 2666,8/5/1941,,B+
1633,female,Hildigunn,B,Þorvarðardóttir,Þórunnarstræti 93,Hildigunnorvarardottir@cuvox.de,Abouldis,466 6719,2/17/1980,,AB+
1634,male,Veturliði,R,Ívarsson,Kveldúlfsgata 59,VeturliiIvarsson@teleworm.us,Thishint,464 9280,9/22/1956,,B+
1635,male,Víðir,D,Bragason,Hraunás 85,ViirBragason@einrot.com,Smilley,428 5007,9/4/1971,,B+
1636,female,Jenna,B,Björnsdóttir,Kirkjutorg 24,JennaBjornsdottir@jourrapide.com,Flarme1954,438 8600,3/24/1954,,A+
1637,female,Heiða,H,Snorradóttir,Lindargata 34,HeiaSnorradottir@gustr.com,Saydrund,454 7568,11/2/1952,,B+
1638,female,Drífa,A,Karlsdóttir,Vesturgata 44,DrifaKarlsdottir@rhyta.com,Bessings,489 4250,1/3/1936,,O+
1639,male,Bergvin,K,Bertelsson,Nordurvegur 58,BergvinBertelsson@fleckens.hu,Plaids,465 3641,10/19/1971,,O+
1640,male,Valur,H,Ívarsson,Hlégerði 72,ValurIvarsson@gustr.com,Thand1958,457 6259,4/22/1958,,A+
1641,male,Arthur,N,Rafnsson,Austvaðsholti 29,ArthurRafnsson@armyspy.com,Lartudied,460 5575,1/19/1959,,A+
1642,female,Ingibjörg,H,Runólfsdóttir,Hrútafjörður 83,IngibjorgRunolfsdottir@teleworm.us,Avized,428 6127,5/7/1972,,O+
1643,male,Baldvin,R,Bergþóruson,Sunnubraut 56,BaldvinBergoruson@einrot.com,Beind1939,421 0526,11/28/1939,,B+
1644,female,Elsa,S,Guðsteinsdóttir,Hamarstígur 77,ElsaGusteinsdottir@einrot.com,Eded1954,433 7365,10/24/1954,,A+
1645,female,Ingiríður,L,Grímsdóttir,Fífubarð 56,IngiriurGrimsdottir@jourrapide.com,Admiand1934,471 3102,6/23/1934,,A+
1646,female,Aðalbjörg,B,Sigfúsdóttir,Fitjabraut 57,AalbjorgSigfusdottir@teleworm.us,Ghte1990,451 1855,2/20/1990,,B+
1647,male,Davíð,F,Viktorsson,Snorragata 58,DaviViktorsson@rhyta.com,Hishowas1934,481 9640,6/3/1934,,A+
1648,male,Ingimar,S,Salbergsson,Keflavíkurgata 94,IngimarSalbergsson@rhyta.com,Sudgers,437 3718,3/12/1972,,A+
1649,male,Hafsteinn,E,Friðgeirsson,Hafnarbraut 40,HafsteinnFrigeirsson@teleworm.us,Sheast,449 2307,1/2/1988,,B+
1650,male,Ingimar,T,Hreggviðsson,Akurbraut 39,IngimarHreggvisson@superrito.com,Finestower1973,431 1728,9/24/1973,,B+
1651,male,Hólmar,F,Bertelsson,Árbraut 4,HolmarBertelsson@dayrep.com,Hantle52,451 9211,12/13/1952,,B+
1652,female,Karlotta,M,Alfreðsdóttir,Smiðjustígur 73,KarlottaAlfresdottir@jourrapide.com,Aliedids1984,489 6505,6/9/1984,,B+
1653,female,Sunna,S,Böðvarsdóttir,Túnbraut 23,SunnaBovarsdottir@rhyta.com,Facticked1990,414 7973,5/9/1990,,A-
1654,female,Ebba,A,Arnórsdóttir,Breidamork 34,EbbaArnorsdottir@rhyta.com,Cauder,434 8552,1/1/1988,,A+
1655,male,Ásmundur,R,Helguson,Hlíðarenda 49,AsmundurHelguson@jourrapide.com,Specculp,483 7233,3/30/1986,,A+
1656,female,Súsanna,P,Hallgrímsdóttir,Nesvegi 43,SusannaHallgrimsdottir@superrito.com,Thistoll,419 3647,11/29/1964,,A+
1657,male,Scheving,L,Ellertsson,Þorsteinsgata 40,SchevingEllertsson@cuvox.de,Oping1962,440 9368,10/24/1962,,O+
1658,male,Hallsteinn,Ó,Þorleifsson,Geislagata 88,Hallsteinnorleifsson@teleworm.us,Operepien,469 8631,1/5/1982,,B+
1659,male,Oddbjörn,S,Auðbjörnsson,Fjolnisgata 78,OddbjornAubjornsson@fleckens.hu,Alver1957,489 3182,4/19/1957,,B+
1660,male,Ægir,Á,Valdimarsson,Vikurbraut 46,AEgirValdimarsson@gustr.com,Aterileas,462 5334,9/12/1966,,B+
1661,female,Rakel,B,Bragadóttir,Hrisateigur 83,RakelBragadottir@gustr.com,Ancestrand,466 1099,11/9/1946,,B+
1662,male,Tómas,E,Guðlaugsson,Adalstraeti 91,TomasGulaugsson@fleckens.hu,Wastoods,410 2282,3/12/1951,,AB+
1663,female,Aðalbjörg,K,Þórólfsdóttir,Kveldúlfsgata 68,Aalbjorgorolfsdottir@fleckens.hu,Ivii1933,421 0233,4/27/1933,,O+
1664,male,Björgólfur,H,Alfreðsson,Vesturgata 54,BjorgolfurAlfresson@dayrep.com,Gist1987,434 5410,5/26/1987,,AB+
1665,male,Ari,L,Skjaldarson,Hrútafjörður 85,AriSkjaldarson@armyspy.com,Witong,428 1268,6/28/1960,,B+
1666,male,Aðalbjörn,Á,Svanlaugsson,Brekkustíg 39,AalbjornSvanlaugsson@fleckens.hu,Dombant76,450 4278,5/24/1976,,B+
1667,male,Hannes,E,Steindórsson,Hverafold 4,HannesSteindorsson@armyspy.com,Littevers,455 0378,12/30/1959,,O+
1668,female,Gróa,A,Hallmundsdóttir,Eikarlundur 74,GroaHallmundsdottir@teleworm.us,Fortiont,439 1034,3/12/1949,,B+
1669,female,Hugrún,P,Jóhannesdóttir,Bjarnarbraut 90,HugrunJohannesdottir@jourrapide.com,Dure1958,419 0537,4/8/1958,,A+
1670,male,Kolbeinn,M,Thoroddsen,Nesvegur 22,KolbeinnThoroddsen@gustr.com,Butful,444 4041,2/8/1993,,O+
1671,female,Þórheiður,L,Jónasdóttir,Laugarvegur 55,orheiurJonasdottir@armyspy.com,Weks1991,485 5349,10/16/1991,,O+
1672,female,Anita,S,Jóakimsdóttir,Kringlan 99,AnitaJoakimsdottir@armyspy.com,Loultatink,457 0308,11/13/1978,,O+
1673,female,Thelma,F,Eiríksdóttir,Eyrarlandsvegur 41,ThelmaEiriksdottir@teleworm.us,Steranded,482 0806,1/30/1935,,A+
1674,male,Svavar,S,Andersson,Hvanneyrarbraut 43,SvavarAndersson@rhyta.com,Wiffor,440 8984,6/19/1940,,O+
1675,male,Sölvi,S,Hagalínsson,Lindargata 41,SolviHagalinsson@dayrep.com,Banot1939,481 8241,12/18/1939,,A+
1676,male,Bjarki,S,Bjarnason,Golfskálinn 47,BjarkiBjarnason@jourrapide.com,Steened,464 7917,2/10/1958,,B+
1677,female,Ástríður,H,Þorkelsdóttir,Hamarstígur 28,Astriurorkelsdottir@gustr.com,Witheave,467 1808,4/9/1958,,O+
1678,male,Þórarinn,P,Diðriksson,Fjölnisgata 94,orarinnDiriksson@rhyta.com,Rinetuat,478 5559,3/9/1970,,B+
1679,male,Oddur,E,Kristinsson,Kirkjubraut 64,OddurKristinsson@einrot.com,Supothosula1932,467 1833,6/20/1932,,A+
1680,male,Arnsteinn,G,Arnaldsson,Þórunnarstræti 23,ArnsteinnArnaldsson@superrito.com,Poodut,455 6473,1/20/1990,,B+
1681,male,Júlíus,E,Bjarnason,Nordurvegur 71,JuliusBjarnason@dayrep.com,Onoten1982,413 7602,8/29/1982,,AB+
1682,female,Ásgerður,Þ,Sigmarsdóttir,Álfabyggð 96,AsgerurSigmarsdottir@gustr.com,Buld1945,423 2632,1/22/1945,,A+
1683,female,Svanhvít,T,Tryggvadóttir,Hrisateigur 90,SvanhvitTryggvadottir@gustr.com,Promitestake,449 2007,8/30/1965,,A+
1684,male,Ingþór,L,Þorleifsson,Hlégerði 44,Ingororleifsson@armyspy.com,Marmigeder,469 5116,11/4/1947,,B+
1685,male,Albert,K,Ástráðsson,Svarfaðarbraut 52,AlbertAstrasson@rhyta.com,Fewome,456 4850,12/25/1965,,A+
1686,female,Bríet,A,Einarsdóttir,Eyrarodda 22,BrietEinarsdottir@gustr.com,Livings,447 1970,10/15/1982,,B+
1687,male,Hjalti,T,Hrafnkelsson,Sævar 42,HjaltiHrafnkelsson@einrot.com,Wasend1957,488 6071,4/2/1957,,A+
1688,female,Eyrún,J,Bergsdóttir,Brekkustíg 47,EyrunBergsdottir@armyspy.com,Roffian,464 6081,2/26/1976,,O+
1689,female,Agnes,O,Guðgeirsdóttir,Guðmundsson 16,AgnesGugeirsdottir@cuvox.de,Agoo1967,471 2094,2/22/1967,,B+
1690,male,Sölvi,M,Sörensen,Gránugata 41,SolviSorensen@superrito.com,Deach1928,489 9392,10/25/1928,,A-
1691,female,Birna,H,Sverrisdóttir,Súluvegur 63,BirnaSverrisdottir@fleckens.hu,Priese35,487 2726,4/23/1935,,O-
1692,male,Ari,R,Sigurfinnsson,Túnbraut 69,AriSigurfinnsson@fleckens.hu,Witund,414 8564,5/16/1946,,B+
1693,female,Anita,P,Eggertsdóttir,Sundlaugavegur 5,AnitaEggertsdottir@fleckens.hu,Swerstene,451 8736,3/19/1958,,O+
1694,female,Nína,S,Jensdóttir,Vesturgata 86,NinaJensdottir@fleckens.hu,Formiscrad,479 9163,2/10/1942,,AB+
1695,female,Kristíana,E,Albertsdóttir,Skólastígur 58,KristianaAlbertsdottir@einrot.com,Sillux,429 1038,8/16/1965,,A+
1696,male,Hólmar,B,Ástráðsson,Eyrarodda 72,HolmarAstrasson@rhyta.com,Mispold72,410 0746,5/31/1972,,A+
1697,male,Pálmi,K,Kolbeinsson,Höfðastígur 60,PalmiKolbeinsson@dayrep.com,Lumseforme75,423 4390,10/5/1975,,O+
1698,female,Heiðbjört,S,Lúthersdóttir,Túnbraut 5,HeibjortLuthersdottir@rhyta.com,Jule1966,480 2030,12/22/1966,,A+
1699,male,Albert,Ö,Engilbertsson,Stórholt 29,AlbertEngilbertsson@teleworm.us,Theack1939,420 5913,11/13/1939,,O+
1700,male,Eðvald,A,Martinsson,Vogaland 76,EvaldMartinsson@cuvox.de,Wassinithe,414 4061,4/7/1961,,B+
1701,male,Orri,D,Arthursson,Hrisateigur 87,OrriArthursson@einrot.com,Questart,441 7224,6/8/1988,,B+
1702,male,Sigurþór,S,Grímsson,Klapparstígur 28,SigurorGrimsson@dayrep.com,Mager1962,475 2662,2/3/1962,,B+
1703,male,Svavar,H,Þorláksson,Bjarkarstígur 58,Svavarorlaksson@dayrep.com,Shatenifely1959,442 0430,1/26/1959,,O+
1704,female,Guðríður,B,Sigtryggsdóttir,Keflavíkurgata 23,GuriurSigtryggsdottir@dayrep.com,Sorge1959,465 2617,4/28/1959,,O+
1705,male,Guðbjartur,H,Bergsson,Vesturgata 85,GubjarturBergsson@dayrep.com,Quithard,447 4100,1/4/1990,,B+
1706,male,Björgvin,S,Þorláksson,Hlíðarenda 41,Bjorgvinorlaksson@einrot.com,Effer1980,451 0954,12/28/1980,,B+
1707,female,Rósalind,S,Oddgeirsdóttir,Snorragata 3,RosalindOddgeirsdottir@jourrapide.com,Allashom1943,484 5365,9/13/1943,,O+
1708,female,Sigurveig,S,Ólafsdóttir,Borgartuni 78,SigurveigOlafsdottir@cuvox.de,Fearch,425 3364,5/19/1931,,A+
1709,male,Hermann,L,Þórlaugarson,Sigtuni 20,Hermannorlaugarson@rhyta.com,Whistand,468 5202,12/5/1935,,O+
1710,female,Bergdís,I,Þráinsdóttir,Austurstraeti 58,Bergdisrainsdottir@teleworm.us,Soodia,433 7708,1/10/1951,,O+
1711,male,Daníel,H,Friðbertsson,Sorlaskeid 64,DanielFribertsson@armyspy.com,Anty1985,469 5640,6/27/1985,,B+
1712,male,Bárður,J,Sverrisson,Solvellir 4,BarurSverrisson@armyspy.com,Inving,424 1952,9/17/1942,,A+
1713,female,Marta,H,Héðinsdóttir,Holmatun 54,MartaHeinsdottir@rhyta.com,Shoothe1930,464 1797,6/28/1930,,B+
1714,male,Bergsveinn,M,Ketilsson,Austvaðsholti 13,BergsveinnKetilsson@jourrapide.com,Damil1971,473 1569,10/28/1971,,O+
1715,male,Cheryl,H,Sigþórsson,Hraunás 11,CherylSigorsson@armyspy.com,Buther1989,426 7986,7/25/1989,,O+
1716,male,Örn,K,Alfonsson,Suðurgata 63,OrnAlfonsson@armyspy.com,Broffely81,464 1003,4/4/1981,,O+
1717,male,Tryggvi,T,Vilhelmsson,Fjölnisgata 23,TryggviVilhelmsson@superrito.com,Hiseeston,460 3800,1/29/1964,,O-
1718,male,Sigurbjörn,G,Þorbjörnsson,Fífubarð 90,Sigurbjornorbjornsson@armyspy.com,Porece,448 6634,9/2/1941,,O+
1719,female,Dagmar,B,Guðjónsdóttir,Solvellir 74,DagmarGujonsdottir@fleckens.hu,Nelice1969,448 2622,3/6/1969,,B+
1720,male,Áslákur,L,Jakobsson,Lindargata 92,AslakurJakobsson@teleworm.us,Daris1940,472 0494,7/6/1940,,B+
1721,female,Árný,K,Sigurþórsdóttir,Hvítárbakka 64,ArnySigurorsdottir@teleworm.us,Susher,425 7367,8/31/1970,,O+
1722,male,Unnsteinn,G,Salbergsson,Vesturgata 47,UnnsteinnSalbergsson@rhyta.com,Theig1969,468 1530,8/29/1969,,B+
1724,female,Kristín,H,Gunnarsdóttir,Dalbraut 37,KristinGunnarsdottir@armyspy.com,Delize,468 3991,3/30/1934,,A+
1725,female,Katrin,F,Helgadóttir,Guðmundsson 6,KatrinHelgadottir@jourrapide.com,Moned1961,453 8717,6/20/1961,,B+
1726,male,Trausti,J,Ólason,Geislagata 58,TraustiOlason@teleworm.us,Fooke1993,464 3937,8/26/1993,,O+
1727,female,Ástrós,L,Runólfsdóttir,Norðurbraut 18,AstrosRunolfsdottir@cuvox.de,Driers,439 8549,11/10/1931,,A+
1728,male,Arnsteinn,P,Gylfason,Austvaðsholti 76,ArnsteinnGylfason@cuvox.de,Huren1991,456 7040,10/19/1991,,A+
1729,female,Maggý,F,Þórólfsdóttir,Tungata 8,Maggyorolfsdottir@dayrep.com,Movendays,479 4064,11/9/1933,,A+
1730,female,Ágústa,H,Baldursdóttir,Suðurgata 47,AgustaBaldursdottir@gustr.com,Answerpose,474 3955,8/31/1993,,O+
1732,male,Reimar,E,Kárason,Hrútafjörður 57,ReimarKarason@gustr.com,Austeset,417 9836,12/24/1969,,O+
1733,male,Arnþór,M,Erlendsson,Heiðargerði 76,ArnorErlendsson@gustr.com,Doby1990,461 0574,10/7/1990,,O-
1734,male,Sverrir,E,Kristinsson,Drangahrauni 71,SverrirKristinsson@jourrapide.com,Appere1937,471 4157,6/2/1937,,AB+
1735,female,Gróa,Í,Hauksdóttir,Borgarbraut 80,GroaHauksdottir@armyspy.com,Copecers1966,418 2469,1/3/1966,,B+
1736,male,Hallsteinn,N,Kristínarson,Laufásgötu 28,HallsteinnKristinarson@superrito.com,Daref1965,440 4874,3/31/1965,,O+
1737,female,Aldís,K,Steinarsdóttir,Skolavordustig 60,AldisSteinarsdottir@fleckens.hu,Difter,444 5502,4/26/1950,,B+
1738,female,Elinborg,J,Friðleifsdóttir,Hofsbót 21,ElinborgFrileifsdottir@superrito.com,Inarence,447 1444,4/10/1934,,A+
1739,male,Böðvar,S,Gautason,Holmatun 10,BovarGautason@einrot.com,Aginsons49,423 1685,2/20/1949,,AB+
1740,male,Jónatan,E,Róbertsson,Breidamork 35,JonatanRobertsson@dayrep.com,Antsmairming64,411 9909,1/31/1964,,A+
1741,male,Þór,U,Brynjólfsson,Skólastígur 63,orBrynjolfsson@dayrep.com,Pribeeth,481 4263,8/10/1986,,B+
1742,female,Finnborg,B,Böðvarsdóttir,Eikarlundur 78,FinnborgBovarsdottir@gustr.com,Frote1984,467 6945,5/8/1984,,A+
1743,male,Gísli,E,Gústavsson,Ægissidu 11,GisliGustavsson@jourrapide.com,Trion1930,425 4421,2/27/1930,,O-
1744,female,Þyri,K,Hólmsteinsdóttir,Ránargata 15,yriHolmsteinsdottir@jourrapide.com,Accus1937,488 2952,3/25/1937,,AB-
1745,male,Gautur,B,Svafarsson,Lindargata 55,GauturSvafarsson@superrito.com,Exprand,469 5561,10/2/1949,,A+
1746,female,Sigurbjörg,H,Erlendsdóttir,Sunnubraut 90,SigurbjorgErlendsdottir@armyspy.com,Stue1989,434 7702,7/8/1989,,A+
1747,male,Kolbeinn,K,Kristinsson,Sunnubraut 55,KolbeinnKristinsson@jourrapide.com,Expriver,457 7768,9/30/1970,,AB+
1748,female,Maríanna,Þ,Friðbjarnardóttir,Ránargata 84,MariannaFribjarnardottir@armyspy.com,Onfiess,481 0650,4/23/1993,,O+
1749,male,Fannberg,B,Daníelsson,Norðurbraut 63,FannbergDanielsson@armyspy.com,Salletch,436 6650,4/11/1963,,A+
1750,female,Gyða,S,Guðgeirsdóttir,Heiðargerði 77,GyaGugeirsdottir@armyspy.com,Virinarlecou1964,413 4623,10/3/1964,,B+
1751,male,Sveinbjörn,D,Frímannsson,Bjarg Dalbraut 67,SveinbjornFrimannsson@cuvox.de,Moverearcell,416 4337,10/19/1978,,B+
1752,female,Eðvaldína,Æ,Ólafsdóttir,Árbraut 42,EvaldinaOlafsdottir@superrito.com,Kettere,486 1622,7/11/1939,,AB+
1753,male,Hjalti,E,Hallsteinsson,Sigtuni 69,HjaltiHallsteinsson@fleckens.hu,Indesur81,485 9370,9/22/1981,,A+
1754,male,Albert,M,Elisson,Þingvallastræti 57,AlbertElisson@superrito.com,Wint1973,466 6733,11/3/1973,,AB-
1755,female,Ingiríður,S,Stefánsdóttir,Hverfisgata 98,IngiriurStefansdottir@einrot.com,Lopeat,480 2708,5/7/1928,,O+
1756,male,Hilmar,L,Geirmundsson,Suðurbraut 84,HilmarGeirmundsson@einrot.com,Nointian,436 2248,1/21/1989,,O+
1757,male,Steindór,B,Teitsson,Akurbraut 53,SteindorTeitsson@superrito.com,Hatiquieving,420 8706,5/13/1962,,B+
1758,female,Árvök,R,Reynisdóttir,Vogaland 24,ArvokReynisdottir@fleckens.hu,Glingraps,486 2629,12/23/1978,,O+
1759,female,Lea,O,Guðgeirsdóttir,Breidamork 40,LeaGugeirsdottir@dayrep.com,Refore,456 6704,2/5/1974,,AB+
1760,male,Scheving,B,Heiðarsson,Þjónustusvæði 67,SchevingHeiarsson@gustr.com,Facce1946,446 3259,3/16/1946,,A-
1761,male,Halldór,L,Ársælsson,Ráðhústorg 38,HalldorArsaelsson@teleworm.us,Befordely,489 6493,6/15/1939,,O+
1762,female,Herta,Þ,Áskelsdóttir,Lindargata 94,HertaAskelsdottir@gustr.com,Ouseetteled,488 7628,1/16/1988,,A+
1763,male,Þórbergur,A,Sölvason,Þrúðvangur 76,orbergurSolvason@dayrep.com,Trequirsice,442 0909,11/19/1936,,B+
1764,male,Þorsteinn,K,Bernódusson,Höfðabraut 13,orsteinnBernodusson@superrito.com,Mility,424 5000,5/13/1958,,O+
1765,male,Þorgils,H,Þóroddsson,Gardabraut 23,orgilsoroddsson@gustr.com,Vizing,413 1048,6/8/1928,,O+
1766,male,Snorri,H,Svavarsson,Midhraun 87,SnorriSvavarsson@superrito.com,Parloo,441 6159,6/9/1960,,A+
1767,male,Rúnar,G,Sölvason,Hafnargata 84,RunarSolvason@jourrapide.com,Riedut,460 7666,7/30/1939,,A+
1768,female,Katla,V,Lúthersdóttir,Hlégerði 35,KatlaLuthersdottir@teleworm.us,Sabst1967,441 3813,4/1/1967,,B+
1769,male,Dagfinnur,S,Benediktsson,Eyrarlandsvegur 74,DagfinnurBenediktsson@fleckens.hu,Conved,438 4832,10/19/1946,,A+
1770,female,Svanhvít,P,Albertsdóttir,Hafnargata 6,SvanhvitAlbertsdottir@armyspy.com,Prall1955,474 5325,4/27/1955,,A-
1771,female,Silja,B,Björnsdóttir,Hafnarbraut 88,SiljaBjornsdottir@gustr.com,Hadney,475 5875,1/24/1934,,A+
1772,male,Ásgeir,H,Árnason,Skíðabraut 48,AsgeirArnason@fleckens.hu,Moseect49,445 2339,1/8/1949,,A+
